Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1649.2997860000003
FDW14,OUT017,1435.9121343749996
NCN55,OUT010,584.7577647727275
FDQ58,OUT017,2649.1102324324333
FDY38,OUT027,6280.890880000003
FDH56,OUT046,1922.1493817142857
FDL48,OUT018,713.8586545454546
FDC48,OUT027,2517.882088484847
FDN33,OUT045,1879.2570116129027
FDA36,OUT017,2752.9709346534646
FDT44,OUT017,1922.1493817142857
FDQ56,OUT045,1435.9121343749996
NCC54,OUT019,584.7577647727275
FDU11,OUT049,2142.7435709401716
DRL59,OUT013,713.8586545454546
FDM24,OUT049,2286.413267368421
FDI57,OUT045,3130.004904950494
DRC12,OUT018,2893.8398258992806
NCM42,OUT027,3242.0620715328478
FDA46,OUT010,482.6995426229506
FDA31,OUT013,2778.5893175257747
NCJ31,OUT035,3737.295775182482
FDG52,OUT046,798.2176035398229
NCL19,OUT019,281.4820818181818
FDS10,OUT035,3384.1080642424236
FDX22,OUT010,584.7577647727275
NCF19,OUT035,798.2176035398229
NCE06,OUT046,2503.501336448598
DRC27,OUT046,3643.519725984251
FDE21,OUT035,1922.1493817142857
NCR42,OUT019,92.67548155339809
FDX51,OUT018,2893.8398258992806
NCR06,OUT018,507.04640366972467
FDU31,OUT027,5329.314724444443
FDU59,OUT017,2503.501336448598
FDR03,OUT027,5329.314724444443
FDS49,OUT027,2517.882088484847
FDD48,OUT010,281.4820818181818
NCF18,OUT017,2939.348476190476
NCD43,OUT027,2517.882088484847
NCD54,OUT018,1752.25244
FDY19,OUT010,281.4820818181818
NCY54,OUT017,2778.5893175257747
NCL19,OUT018,2232.847021848739
FDP23,OUT010,584.7577647727275
FDC26,OUT013,1649.2997860000003
FDR14,OUT010,165.91858165137612
NCS41,OUT035,3384.1080642424236
FDF41,OUT035,3737.295775182482
FDU34,OUT046,1987.251048648648
DRH11,OUT046,935.0323883040934
FDM03,OUT013,1461.8437959999992
FDS31,OUT017,3384.1080642424236
FDJ20,OUT017,2142.7435709401716
FDV44,OUT027,5329.314724444443
FDG02,OUT049,2752.9709346534646
FDA09,OUT013,3259.5620849056613
FDT04,OUT013,507.04640366972467
FDL58,OUT019,584.7577647727275
FDE52,OUT045,1435.9121343749996
FDW12,OUT035,2286.413267368421
FDL51,OUT017,3643.519725984251
NCY42,OUT027,3242.0620715328478
FDR07,OUT017,1573.0706258064513
FDN40,OUT045,2286.413267368421
FDB35,OUT027,2517.882088484847
FDA22,OUT017,2286.413267368421
NCL06,OUT046,4034.300306896552
FDI35,OUT013,3384.1080642424236
NCW42,OUT045,4340.218358415842
NCX06,OUT049,2778.5893175257747
FDC37,OUT027,2517.882088484847
FDZ14,OUT018,1752.25244
DRG49,OUT049,3454.062559154929
NCG06,OUT045,4034.300306896552
DRC36,OUT045,3259.5620849056613
FDV21,OUT019,281.4820818181818
FDB53,OUT046,3053.099877777778
DRP47,OUT019,584.7577647727275
FDA14,OUT013,3053.099877777778
DRC24,OUT035,2644.4778427083343
FDW21,OUT018,1372.6884907407411
NCH29,OUT046,1682.2122382352943
FDU58,OUT013,2893.8398258992806
FDY27,OUT017,2552.0052351851864
FDV56,OUT035,1682.2122382352943
FDT59,OUT046,3945.4325672131154
FDB23,OUT046,3945.4325672131154
FDR49,OUT045,798.2176035398229
FDB03,OUT010,584.7577647727275
FDN39,OUT045,2453.747700699301
FDX02,OUT027,5329.314724444443
FDQ16,OUT027,2517.882088484847
FDU35,OUT018,1372.6884907407411
NCT29,OUT013,1987.251048648648
FDZ27,OUT046,798.2176035398229
FDN57,OUT017,2309.2007980000008
FDA03,OUT018,2232.847021848739
FDZ36,OUT045,3384.1080642424236
NCU05,OUT013,1284.789766871166
FDT39,OUT018,2232.847021848739
FDK60,OUT017,1461.8437959999992
FDZ25,OUT017,3053.099877777778
FDG12,OUT046,2243.669596721311
DRB01,OUT019,482.6995426229506
NCC43,OUT027,6280.890880000003
FDX13,OUT019,584.7577647727275
FDM22,OUT049,796.6402682539683
FDJ03,OUT027,1378.263185276074
FDU14,OUT018,3327.9525829268296
FDB33,OUT010,346.89728372093043
FDP27,OUT046,3391.5912527272744
FDO38,OUT010,165.91858165137612
FDE28,OUT027,6280.890880000003
FDO27,OUT035,1879.2570116129027
DRL23,OUT027,2517.882088484847
FDS28,OUT046,935.0323883040934
FDX24,OUT013,1435.9121343749996
FDZ02,OUT035,1682.2122382352943
FDL46,OUT045,1827.8328454545447
FDS60,OUT027,5329.314724444443
NCO06,OUT017,583.8145788617882
FDO16,OUT035,1435.9121343749996
FDC60,OUT049,1458.4550080536917
FDA48,OUT018,3327.9525829268296
FDZ36,OUT027,5329.314724444443
FDK27,OUT045,1827.8328454545447
FDW23,OUT018,507.04640366972467
FDM14,OUT018,1372.6884907407411
FDM14,OUT013,1649.2997860000003
FDW60,OUT018,3259.5620849056613
FDE21,OUT013,1922.1493817142857
NCM42,OUT035,1682.2122382352943
FDY59,OUT010,219.21852093023256
DRI49,OUT049,1202.656733333333
FDT28,OUT019,346.89728372093043
FDQ22,OUT018,507.04640366972467
FDR60,OUT049,1202.656733333333
FDC50,OUT019,219.21852093023256
FDV24,OUT013,2503.501336448598
DRF48,OUT010,482.6995426229506
FDQ47,OUT046,583.8145788617882
DRN36,OUT049,1573.0706258064513
NCY06,OUT035,1987.251048648648
FDE52,OUT035,1435.9121343749996
NCB54,OUT045,1827.8328454545447
NCF31,OUT035,2286.413267368421
FDJ08,OUT027,5329.314724444443
NCC07,OUT017,1682.2122382352943
NCD19,OUT027,1378.263185276074
FDL46,OUT049,1987.251048648648
FDM20,OUT045,4340.218358415842
NCI06,OUT010,425.93559145299173
DRM11,OUT035,4433.304032653058
NCH07,OUT018,2232.847021848739
FDS23,OUT013,2142.7435709401716
FDO49,OUT018,713.8586545454546
FDS35,OUT049,1103.186213333333
DRK39,OUT045,1435.9121343749996
DRI39,OUT049,796.6402682539683
FDV04,OUT017,2503.501336448598
NCN14,OUT035,3384.1080642424236
FDH08,OUT013,3643.519725984251
FDS20,OUT046,3384.1080642424236
FDV40,OUT049,1103.186213333333
FDZ48,OUT010,281.4820818181818
FDS24,OUT027,2517.882088484847
FDK44,OUT049,2552.0052351851864
FDS48,OUT045,3053.099877777778
FDK26,OUT010,482.6995426229506
FDD23,OUT045,3391.5912527272744
NCH54,OUT017,2644.4778427083343
NCP14,OUT010,219.21852093023256
FDM60,OUT010,92.67548155339809
FDV24,OUT017,2503.501336448598
FDH08,OUT018,3327.9525829268296
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.314724444443
FDP12,OUT027,1378.263185276074
DRF60,OUT027,6280.890880000003
FDC09,OUT035,1682.2122382352943
FDF50,OUT018,2893.8398258992806
FDG28,OUT035,4340.218358415842
NCE19,OUT017,935.0323883040934
NCM53,OUT010,281.4820818181818
NCN18,OUT049,1879.2570116129027
FDF32,OUT035,3130.004904950494
FDF11,OUT013,3945.4325672131154
DRI59,OUT049,4340.218358415842
NCG54,OUT035,2644.4778427083343
FDM44,OUT046,1573.0706258064513
FDT57,OUT018,3327.9525829268296
FDV24,OUT046,2503.501336448598
FDI50,OUT019,584.7577647727275
FDS09,OUT035,713.8586545454546
NCC31,OUT027,4117.3177126315795
FDQ07,OUT019,584.7577647727275
FDC22,OUT017,3391.5912527272744
FDZ56,OUT046,2644.4778427083343
FDZ40,OUT019,165.91858165137612
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.8328454545447
FDV45,OUT017,2939.348476190476
FDL26,OUT045,3053.099877777778
FDA56,OUT018,1752.25244
FDN27,OUT046,1922.1493817142857
FDM20,OUT049,4340.218358415842
FDO16,OUT017,1435.9121343749996
FDL03,OUT035,3130.004904950494
FDE58,OUT046,1922.1493817142857
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339809
FDR03,OUT018,3327.9525829268296
FDB14,OUT017,1284.789766871166
FDR45,OUT013,3945.4325672131154
NCN07,OUT017,2243.669596721311
FDM51,OUT019,219.21852093023256
FDT52,OUT027,6280.890880000003
FDL26,OUT046,3053.099877777778
NCZ42,OUT046,3945.4325672131154
DRI47,OUT019,346.89728372093043
FDW40,OUT013,2309.2007980000008
FDN34,OUT046,3053.099877777778
FDS01,OUT035,2778.5893175257747
NCG55,OUT045,1827.8328454545447
FDC11,OUT035,1284.789766871166
FDX35,OUT018,3327.9525829268296
NCB06,OUT046,2644.4778427083343
FDR09,OUT019,584.7577647727275
FDC53,OUT017,1573.0706258064513
FDY45,OUT013,4433.304032653058
FDA22,OUT010,425.93559145299173
FDE02,OUT035,1573.0706258064513
FDW21,OUT045,1461.8437959999992
FDV34,OUT046,1103.186213333333
FDS59,OUT049,1879.2570116129027
NCW17,OUT017,2243.669596721311
NCK54,OUT046,1922.1493817142857
FDG17,OUT019,584.7577647727275
FDG35,OUT017,3259.5620849056613
FDD08,OUT010,92.67548155339809
NCO07,OUT017,3643.519725984251
FDJ10,OUT010,281.4820818181818
FDW36,OUT017,1573.0706258064513
FDW21,OUT010,219.21852093023256
FDY19,OUT017,1922.1493817142857
DRE03,OUT013,798.2176035398229
NCC55,OUT049,677.1027476190471
FDH52,OUT010,165.91858165137612
FDO09,OUT017,4034.300306896552
FDU43,OUT045,4340.218358415842
FDX09,OUT010,425.93559145299173
FDH40,OUT019,219.21852093023256
FDW58,OUT017,1573.0706258064513
FDC47,OUT017,3737.295775182482
NCR41,OUT035,1461.8437959999992
DRG49,OUT035,3737.295775182482
FDC52,OUT027,4117.3177126315795
FDY13,OUT046,1103.186213333333
FDY35,OUT013,507.04640366972467
FDI35,OUT017,3384.1080642424236
NCU18,OUT049,2309.2007980000008
FDY33,OUT018,2232.847021848739
FDC15,OUT027,4117.3177126315795
FDU01,OUT049,2752.9709346534646
NCU42,OUT046,2649.1102324324333
NCV29,OUT018,3259.5620849056613
NCY30,OUT017,3384.1080642424236
FDQ46,OUT049,1649.2997860000003
FDG58,OUT027,4117.3177126315795
FDK33,OUT017,3643.519725984251
NCD07,OUT045,1827.8328454545447
NCX29,OUT027,4117.3177126315795
NCT42,OUT013,2649.1102324324333
DRN59,OUT035,798.2176035398229
FDI44,OUT035,1284.789766871166
FDA45,OUT049,2552.0052351851864
FDP31,OUT045,1103.186213333333
FDY01,OUT046,1922.1493817142857
FDT09,OUT018,1752.25244
DRH03,OUT027,2517.882088484847
FDA36,OUT018,2752.9709346534646
NCF31,OUT017,2286.413267368421
FDG14,OUT049,2286.413267368421
FDG28,OUT027,6280.890880000003
FDU14,OUT049,4433.304032653058
FDY47,OUT019,281.4820818181818
FDI56,OUT049,1458.4550080536917
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040934
FDH33,OUT013,507.04640366972467
DRZ24,OUT013,1922.1493817142857
NCQ38,OUT046,1682.2122382352943
FDO16,OUT027,2517.882088484847
FDU07,OUT027,4117.3177126315795
NCB07,OUT013,2893.8398258992806
FDU48,OUT045,1827.8328454545447
NCM43,OUT045,2644.4778427083343
FDR31,OUT010,346.89728372093043
DRK49,OUT018,507.04640366972467
NCI30,OUT010,584.7577647727275
DRD60,OUT017,3384.1080642424236
NCG19,OUT046,3454.062559154929
FDH12,OUT035,1573.0706258064513
FDM32,OUT035,1284.789766871166
FDM27,OUT035,3053.099877777778
NCU53,OUT027,4117.3177126315795
NCQ18,OUT046,1879.2570116129027
FDS10,OUT013,2552.0052351851864
FDB33,OUT027,4117.3177126315795
FDI12,OUT013,1435.9121343749996
NCW42,OUT013,4340.218358415842
NCC06,OUT018,1752.25244
FDW02,OUT017,1987.251048648648
NCD43,OUT017,1682.2122382352943
FDM57,OUT018,1202.656733333333
FDA58,OUT017,3737.295775182482
FDK56,OUT046,3384.1080642424236
FDP52,OUT045,4340.218358415842
FDW20,OUT018,1752.25244
FDS52,OUT049,1573.0706258064513
NCT29,OUT018,1752.25244
NCL54,OUT013,2552.0052351851864
FDC05,OUT045,3130.004904950494
FDF34,OUT035,2752.9709346534646
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023256
FDZ10,OUT045,1827.8328454545447
FDZ40,OUT035,935.0323883040934
FDD51,OUT018,507.04640366972467
NCY30,OUT019,425.93559145299173
FDP58,OUT017,3737.295775182482
FDV49,OUT017,4433.304032653058
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1879.2570116129027
FDR13,OUT017,1922.1493817142857
FDS51,OUT017,935.0323883040934
FDP26,OUT045,1461.8437959999992
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.8398258992806
DRM48,OUT017,583.8145788617882
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3454.062559154929
FDV56,OUT049,1682.2122382352943
DRH13,OUT027,2517.882088484847
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.314724444443
FDX32,OUT046,3053.099877777778
FDX57,OUT049,1879.2570116129027
NCA30,OUT045,2939.348476190476
FDO49,OUT013,713.8586545454546
